PhotoBatch,SampleID,DeathDate,Individual,Sex,EclosionDate,DateConf,Age,Cage,CageConf,WingLength,Discal cell forewing,Discal cell hindwing,IntactWing,Comment,,,NotLegible
43,2023-07-26_0003,2023-07-26,0003,Male,2023-07-14,Low,12,W,High,42.844,2.3,1.979,Yes,Date difficult to read,,,
43,2023-07-26_0004,2023-07-26,0004,Male,2023-07-18,High,8,C2,High,46.237,2.692,2.13,Yes,,,,
43,2023-07-26_0005,2023-07-26,0005,Female,2023-06-27,High,29,W,High,44.597,2.503,1.974,Yes,,,,
43,2023-07-26_0006,2023-07-26,0006,Female,2023-06-27,High,29,C8,High,40.049,2.249,1.911,Yes,,,,
43,2023-07-26_0007,2023-07-26,0007,Female,2023-07-14,High,12,C1,High,42.935,2.416,2.108,Yes,,,,
43,2023-07-26_0008,2023-07-26,0008,Female,2023-06-27,High,29,C8,High,42.859,2.349,2.021,Yes,,,,
43,2023-07-26_0009,2023-07-26,0009,Female,2023-07-13,High,13,C8,High,44.074,2.432,2.064,Yes,,,,
43,2023-07-26_0010,2023-07-26,0010,Female,2023-07-02,High,24,C1,High,45.074,2.505,2.132,Yes,,,,
43,2023-07-26_0011,2023-07-26,0011,Male,2023-06-29,High,27,P1,High,42.658,2.439,2.03,Yes,,,,
44,2023-07-26_0012,2023-07-26,0012,Female,2023-07-02,High,24,W,High,46.092,2.685,2.203,Yes,,,,
44,2023-07-26_0013,2023-07-26,0013,Female,NA,NA,NA,C8,High,47.966,2.689,2.139,Yes,"Date frayed/missing, wings frayed but measurable ",,,
44,2023-07-26_0014,2023-07-26,0014,Male,2023-07-01,High,25,C8,High,42.681,2.577,2.025,Yes,Wings frayed but measurable,,,
44,2023-07-26_0015,2023-07-26,0015,Female,NA,NA,NA,C2,High,46.406,2.595,2.208,Yes,"Date frayed/missing, wings frayed but measurable",,,
44,2023-07-26_0016,2023-07-26,0016,Male,2023-06-27,Low,29,W,High,43.627,2.718,2.19,Yes,"Date difficult to read, wings frayed but measurable",,,
44,2023-07-26_0017,2023-07-26,0017,Male,2023-06-25,Low,31,W,High,NA,2.836,2.294,No,"Date difficult to read, wings badly frayed",,,
44,2023-07-26_0018,2023-07-26,0018,Male,2023-06-16,Low,40,C8,High,NA,2.626,2.179,No,"Date difficult to read, wing badly frayed",,,
45,2023-07-26_0019,2023-07-26,0019,Female,NA,NA,NA,C8,High,NA,2.179,1.903,No,"Date partially missing/frayed, wings badly frayed",,,
45,2023-07-26_0020,2023-07-26,0020,Female,2023-07-02,Low,24,W,Low,NA,2.45,1.982,No,"Date and cage faded, wings badly frayed",,,
45,2023-07-26_0021,2023-07-26,0021,Female,2023-07-01,High,25,C8,High,NA,2.679,2.041,No,Wings frayed,,,
45,2023-07-26_0022,2023-07-26,0022,Male,2023-07-02,High,24,C2 ,High,NA,2.602,2.1,No,Wings frayed,,,
45,2023-07-26_0023,2023-07-26,0023,Male,2023-07-02,Low,24,C2,Low,NA,2.432,2.027,No,"Date and cage dificult to read, wings badly frayed",,,
45,2023-07-26_0024,2023-07-26,0024,Male,2023-07-02,High,24,C2,High,NA,2.44,2.03,No,Wings badly frayed,,,
38,2023-07-12_0001,2023-07-12,0001,Female,2023-07-01,High,11,C2,High,46.343,2.484,1.957,Yes,,,,
38,2023-07-12_0002,2023-07-12,0002,Female,2023-06-20,High,22,P1,High,48.152,2.561,2.147,Yes,,,,
38,2023-07-12_0003,2023-07-12,0003,Female,2023-06-20,High,22,W,High,43.542,2.357,1.883,Yes,,,,
38,2023-07-12_0004,2023-07-12,0004,Female,2023-06-27,High,15,C2,High,44.052,2.322,2.021,Yes,,,,
38,2023-07-12_0005,2023-07-12,0005,Female,2023-06-13,High,29,C2,High,44.028,2.385,1.898,Yes,,,,
38,2023-07-12_0006,2023-07-12,0006,Female,2023-06-15,Low,27,W,High,43.791,2.335,1.839,Yes,Date difficult to read,,,
39,2023-07-12_0007,2023-07-12,0007,Female,2023-06-15,High,27,C8,High,39.747,2.146,1.816,Yes,,,,
39,2023-07-12_0008,2023-07-12,0008,Male,2023-06-25,High,17,W,High,44.943,2.536,2.037,Yes,Wings frayed but measurable,,,
39,2023-07-12_0009,2023-07-12,0009,Male,2023-06-30,High,12,P1,High,47.021,2.558,1.974,Yes,Wings frayed but measurable,,,
39,2023-07-12_0010,2023-07-12,0010,Male,2023-06-25,Low,17,C2,High,45.206,2.51,1.98,Yes,Date difficult to read,,,
39,2023-07-12_0011,2023-07-12,0011,Female,2023-06-16,Low,26,W,High,43.588,2.357,1.95,Yes,Date difficult to read,,,
40,2023-07-12_0012,2023-07-12,0012,Female,2023-06-16,Low,26,W,High,41.678,2.309,1.944,Yes,,,,
40,2023-07-12_0013,2023-07-12,0013,Male,2023-06-27,High,15,C1,High,43.980,2.476,2.108,Yes,,,,
40,2023-07-12_0014,2023-07-12,0014,Female,2023-06-13,High,29,C1,High,42.851,2.32,1.882,Yes,,,,
40,2023-07-12_0015,2023-07-12,0015,Female,2023-06-15,High,27,C8,High,43.447,2.353,1.93,Yes,,,,
40,2023-07-12_0016,2023-07-12,0016,Female,NA,NA,NA,W,High,47.024,2.529,1.99,Yes,Date missing/frayed,,,
40,2023-07-12_0017,2023-07-12,0017,Female,2023-07-01,High,11,W,High,41.290,2.206,1.996,Yes,,,,
40,2023-07-12_0018,2023-07-12,0018,Male,2023-07-02,High,10,C1,High,43.397,2.46,1.981,Yes,,,,
40,2023-07-12_0019,2023-07-12,0019,Female,2023-06-13,High,29,C1,High,43.231,2.384,1.918,Yes,,,,
40,2023-07-12_0020,2023-07-12,0020,Male,2023-06-13,High,29,C2,High,44.432,2.464,2.029,Yes,,,,
40,2023-07-12_0021,2023-07-12,0021,Female,2023-06-16,Low,26,W,High,44.643,2.461,1.911,Yes,Date difficult to read,,,
40,2023-07-12_0022,2023-07-12,0022,Female,2023-06-06,Low,36,C8,High,45.476,2.409,2.037,Yes,"Date difficult to read, wings frayed but measurable",,,
41,2023-07-12_0023,2023-07-12,0023,Female,2023-06-09,High,33,C2,High,41.888,2.375,1.883,Yes,,,,
41,2023-07-12_0024,2023-07-12,0024,Female,2023-06-25,High,17,W,High,43.144,2.424,2.05,Yes,,,,
41,2023-07-12_0025,2023-07-12,0025,Male,NA,NA,NA,C2,High,45.435,2.659,2.139,Yes,Date missing/frayed,,,
41,2023-07-12_0026,2023-07-12,0026,Male,NA,NA,NA,C2,High,42.619,2.551,2.039,Yes,Date missing/frayed,,,
41,2023-07-12_0027,2023-07-12,0027,Female,2023-06-18,Low,24,C1,High,44.106,2.42,2.09,Yes,Date difficult to read,,,
41,2023-07-12_0028,2023-07-12,0028,Female,2023-06-14,Low,28,C1,High,43.940,2.485,1.946,Yes,Date difficult to read,,,
41,2023-07-12_0029,2023-07-12,0029,Male,2023-06-13,High,29,C1,High,42.853,2.576,2.136,Yes,Wings frayed but measurable,,,
41,2023-07-12_0030,2023-07-12,0030,Female,2023-06-13,High,29,C8,High,46.283,2.607,2.138,Yes,,,,
41,2023-07-12_0031,2023-07-12,0031,Female,2023-06-15,Low,27,C8,High,44.567,2.468,2.025,Yes,"Wing frayed but measurable, date difficult to read",,,
42,2023-07-12_0032,2023-07-12,0032,Female,2023-06-27,High,15,C8,High,46.993,2.579,2.06,Yes,,,,
42,2023-07-12_0033,2023-07-12,0033,Male,2023-06-13,High,29,C1,High,44.994,2.589,2.071,Yes,,,,
42,2023-07-12_0034,2023-07-12,0034,Female,2023-06-13,High,29,C8,High,43.047,2.35,1.994,Yes,,,,
42,2023-07-12_0035,2023-07-12,0035,Female,2023-06-13,High,29,C8,High,43.185,2.347,1.995,Yes,,,,
42,2023-07-12_0036,2023-07-12,0036,Female,2023-07-02,High,10,C8,High,48.023,2.738,2.237,Yes,Wings frayed but measurable,,,
42,2023-07-12_0037,2023-07-12,0037,Male,2023-07-01,High,11,C8,High,43.370,2.577,2.188,Yes,Wings frayed but measurable,,,
42,2023-07-12_0038,2023-07-12,0038,NA,NA,NA,NA,C2,High,42.233,2.448,1.871,Yes,"Wngs frayed but measurable, date missing/frayed",,,
42,2023-07-12_0039,2023-07-12,0039,Male,2023-06-02,Low,40,W,High,NA,2.749,2.004,No,"Wings badly frayed, date difficult to read and may have a number missing",,,
42,2023-07-12_0040,2023-07-12,0040,Male,2023-06-15,High,27,C2,High,41.373,2.779,2.228,Yes,Wings frayed but measurable,,,
42,2023-07-12_0041,2023-07-12,0041,Female,2023-06-13,High,29,C8,High,NA,2.349,1.983,No,Wings badly frayed,,,
42,2023-07-12_0042,2023-07-12,0042,Male,2023-06-13,High,29,C8,High,NA,2.547,2.197,No,Wings badly frayed,,,
42,2023-07-12_0043,2023-07-12,0043,Male,2023-06-02,High,40,C2,High,NA,2.295,1.994,No,Wings badly frayed,,,
42,2023-07-12_0044,2023-07-12,0044,Male,2023-06-29,Low,13,W,High,NA,2.437,1.895,No,"Wings badly frayed, date difficult to read",,,
42,2023-07-12_0045,2023-07-12,0045,Female,2023-06-02,Low,40,C1,High,41.327,2.45,2.09,Yes,"Wings frayed but measurable, date difficult to read, could be missing a number",,,
42,2023-07-12_0046,2023-07-12,0046,Male,2023-06-16,High,26,W,High,NA,2.454,1.852,No,Wings badly frayed,,,
35,2023-06-07_0001,2023-06-07,0001,Male,2023-05-09,High,29,C4,High,42.220,3.000,2.625,Yes,,,,
35,2023-06-07_0002,2023-06-07,0002,Female,2023-05-09,High,29,C8,High,47.665,2.505,2.075,Yes,Date and cage faded but still legible ,,,
35,2023-06-07_0003,2023-06-07,0003,Male,2023-05-09,High,29,C2,High,43.828,2.198,1.91,Yes,Date and cage faded but still legible,,,
35,2023-06-07_0004,2023-06-07,0004,Male,2023-05-09,High,29,C4,High,43.639,2.492,1.88,Yes,,,,
35,2023-06-07_0005,2023-06-07,0005,Male,2023-05-26,High,12,C1,High,45.069,2.425,1.994,Yes,,,,
36,2023-06-07_0006,2023-06-07,0006,Female,2023-05-06,High,32,C2,High,46.781,2.463,1.964,Yes,,,,
36,2023-06-07_0007,2023-06-07,0007,Female,2023-06-03,High,4,C1,High,40.402,1.974,1.728,Yes,,,,
36,2023-06-07_0008,2023-06-07,0008,Male,2023-05-15,High,23,C2,High,43.302,2.362,1.96,Yes,,,,
36,2023-06-07_0009,2023-06-07,0009,Female,2023-05-06,High,32,C8,High,43.747,2.285,1.871,Yes,,,,
36,2023-06-07_0010,2023-06-07,0010,Female,2023-05-06,High,32,W,High,43.032,2.199,1.833,Yes,,,,
36,2023-06-07_0011,2023-06-07,0011,Male,2023-05-09,High,29,C2,High,43.964,2.321,2,Yes,,,,
36,2023-06-07_0012,2023-06-07,0012,Male,2023-05-23,Low,15,C4,High,44.702,2.387,1.871,Yes,Date difficult to read,,,
36,2023-06-07_0013,2023-06-07,0013,Male,2023-05-22,High,16,C8,High,45.809,2.406,1.982,Yes,,,,
36,2023-06-07_0014,2023-06-07,0014,Male,2023-05-09,High,29,C8,High,46.433,2.534,1.926,Yes,Wings frayed but measurable,,,
36,2023-06-07_0015,2023-06-07,0015,Female,2023-05-09,High,29,W,High,47.367,2.436,2.028,Yes,,,,
36,2023-06-07_0016,2023-06-07,0016,Female,2023-05-20,Low,18,C1,High,40.082,2.132,1.716,Yes,Date difficult to read,,,
37,2023-06-07_0017,2023-06-07,0017,Female,2023-04-29,High,39,C2,Low,40.385,2.181,1.837,Yes,Cage difficult to read,,,
37,2023-06-07_0018,2023-06-07,0018,Male,2023-05-09,High,29,W,High,42.919,2.336,1.983,Yes,,,,
37,2023-06-07_0019,2023-06-07,0019,Female,NA,NA,NA,W,High,43.843,2.328,1.901,Yes,"Wings frayed but measurable, date illegible and frayed",,,
37,2023-06-07_0020,2023-06-07,0020,Male,2023-05-06,High,32,W,High,45.434,2.456,1.9,Yes,Wings frayed but measurable,,,
37,2023-06-07_0021,2023-06-07,0021,Male,2023-05-23,Low,15,C2,Low,45.783,2.684,2.121,Yes,"Wings frayed but measurable, date and cage difficult to read",,,
37,2023-06-07_0022,2023-06-07,0022,Male,2023-05-09,High,29,W,High,47.607,2.669,2.059,Yes,,,,
37,2023-06-07_0023,2023-06-07,0023,Male,2023-05-09,High,29,C1,High,NA,2.479,2.021,No,Wings badly frayed,,,
37,2023-06-07_0024,2023-06-07,0024,,NA,NA,NA,C4,Low,NA,2.137,1.822,No,"Wings badly frayed, date missing, cage difficult to read, sex undetermined",,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
